diff_infos,new_price,old_price,nr_of_reviews,rating,availability
"Laptop Toshiba Tecra A40-C-1DF cu procesor Intel® Core™ i5-6200U pana la 2.80 GHz, Skylake, 14"", Full HD, 8GB, 256GB SSD, Intel HD Graphics, Microsoft Windows 10 Pro, Gri",4.79999 Lei,"5.49999 Lei(-12%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Dell Latitude E5440, Procesor Intel Core I5 1.6GHz - Turbo 2.6GHz, 8GB DDR3, 240GB SSD, DVD-RW",1.58500 Lei,"2.21697 Lei(-28%)
                ",0 review-uri,width: 0%,livrare in 3 zile
"Laptop Dell Inspiron 5584 cu procesor Intel® Core i5-8265U pana la 3.9 GHz, 15.6"", Full HD, 8GB, 1TB HDD, Intel UHD Graphics 620, Ubuntu, Platinum Silver",2.99999 Lei,"3.29999 Lei(-9%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Dell Inspiron 3780 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 17.3"", Full HD, 8GB, 1TB + 128GB SSD, Radeon 520 2GB, Microsoft Windows 10, Black",4.39999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming OMEN X 2S by HP 15-dg0001nq cu procesor Intel® Core™ i7 9750H pana la 4.50GHz, 15.6"", Full HD, 144Hz, IPS, Antiglare, 16GB, 512GB SSD M.2, NVIDIA Geforce RTX 2070 8GB GDDR6, Microsoft Windows 10, Black",10.69999 Lei,"15.49999 Lei(-31%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ultraportabil Lenovo IdeaPad 530S-14IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 14"", Full HD, IPS, 16GB, 512GB SSD, NVIDIA GeForce MX150 2GB, Free DOS, Liquid Blue",3.89999 Lei,"4.09999 Lei(-20000 Lei)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop 2 in 1 Lenovo YOGA C930-13IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.9"", Full HD, IPS, Touch, 8GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Iron Grey, Active Pen",6.37999 Lei,6.59999 Lei,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS X712FA cu procesor Intel® Core™ i5-8265U pana la 3.9 Ghz, 17.3"", Full HD, 8GB, 1TB HDD, Intel UHD Graphics 620, Endless OS, Transparent Silver",2.99999 Lei,"3.39999 Lei(-11%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo IdeaPad S340-14IWL, Intel® Core™ i7-8565U, 8GB DDR4, SSD 512GB, Intel® UHD Graphics, Free DOS",3.09999 Lei,"3.69999 Lei(-16%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP ProBook 450 G6 cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Silver",3.60675 Lei,3.67500 Lei,0 review-uri,width: 0%,în stoc
"Laptop Gaming Acer Nitro AN715 cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, IPS, 144Hz, 8GB, 1TB HDD, NVIDIA GeForce GTX 1650 4GB, Linux, Black",4.99999 Lei,"5.99999 Lei(-16%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Asus ZenBook 14 UX433FN-A5230R, Intel® Core™ i5-8265U, 8GB DDR4, SSD 256GB, NVIDIA GeForce MX150 2GB, Windows 10 Pro",4.59999 Lei,"5.39999 Lei(-14%)
                ",0 review-uri,width: 0%,în stoc
"Laptop 2 in 1 Lenovo YOGA 730-13IWL cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 13.3"", Full HD, IPS, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Platinum, Bluetooth Active Pen",4.48999 Lei,"4.79999 Lei(-6%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS VivoBook X543MA-GO776, Intel Celeron N4000, 15.6inch, RAM 4GB, HDD 500GB, Intel UHD Graphics 600, Endless OS, Star Gray",1.06205 Lei,,0 review-uri,width: 0%,livrare in 3 zile
"Laptop Gaming Dell Inspiron 5590 G5 cu procesor Intel Core i5-9300H pana la 4.1 GHz, 15.6"", Full HD, 8GB, 128GB SSD M.2 + 1TB HDD, NVIDIA GeForce GTX 1650 4GB, Windows 10, Black",5.29999 Lei,"5.59999 Lei(-30000 Lei)
                ",0 review-uri,width: 0%,în stoc
"HP 17-by0062st Intel Core Quad-Core i5-8250U 1.6GHz Hard disk 1TB SATA 8GB DDR4, DVD-Writer 17.3 inch HD+ BrightView (1600x900)",3.01600 Lei,"4.15000 Lei(-27%)
                ",3 review-uri,width: 80%,în stoc
"Laptop Gaming Lenovo Legion Y740-15ICHg cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 16GB, 512GB SSD, NVIDIA GeForce RTX 2060 6GB, Free DOS, Black",6.99999 Lei,"7.49999 Lei(-6%)
                ",3 review-uri,width: 93.4%,în stoc
"Laptop Asus ZenBook 13 UX334FL-A4089T, Intel® Core™ i5-8265U, 8GB DDR4, SSD 256GB, NVIDIA GeForce MX250 2GB, Windows 10 Home",4.49999 Lei,"5.39999 Lei(-16%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Dell Vostro 3578 cu procesor Intel® Core™ i3-8130U pana la 3.40 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 128GB SSD, DVD-RW, Intel® UHD Graphics 620, Ubuntu, Black",2.39999 Lei,,3 review-uri,width: 100%,ultimul produs in stoc
"Laptop HP 250 G6 cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", 4GB, 500GB, Intel HD Graphics, Free DOS, Black",1.69900 Lei,"2.02181 Lei(-16%)
                ",16 review-uri,width: 86.2%,ultimul produs in stoc
"Laptop ASUS X512FJ cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 1TB HDD, NVIDIA GeForce MX230 2GB, Free DOS, Slate Gray",2.79999 Lei,"3.29999 Lei(-15%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i7 2.60 GHz, 16GB, 256GB SSD, Radeon Pro 555X W 4GB, macOS Mojave, ROM KB, Space Grey",11.99999 Lei,"13.49999 Lei(-11%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ultraportabil Toshiba Portege X30-E-11F cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 13.3"", Full HD, 8GB, 512GB M.2 SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Blue/Black",8.69999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel® Core™ i5 1.60 GHz, 8GB RAM, 128GB SSD, Intel UHD Graphics 617, macOS, ROM KB, Gold",6.62711 Lei,,3 review-uri,width: 100%,ultimul produs in stoc
"Laptop Lenovo IdeaPad 330-15ARR cu procesor AMD Ryzen™ 3 2200U pana la 3.40 GHz, 15.6"", 4GB, 256GB SSD, DVD-RW, Radeon™ Vega 3 Graphics, Free DOS, Blizzard White",1.72550 Lei,,4 review-uri,width: 100%,în stoc
"Laptop HP ProBook 450 G5 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 1TB + 256GB SSD, Microsoft Windows 10 Pro, Silver",3.84370 Lei,"5.94881 Lei(-35%)
                ",2 review-uri,width: 90%,ultimul produs in stoc
"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i7 2.20 GHz, 16GB, 256GB SSD, Radeon Pro 555X W 4GB, macOS High Sierra, INT KB, Space Grey",13.93490 Lei,,4 review-uri,width: 100%,ultimul produs in stoc
"Laptop Lenovo ThinkPad E590 cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB HDD + 256GB SSD M.2, AMD Radeon RX 550X 2GB, Windows 10, Black",4.99999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ConceptD CN715 cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", 4k Ultra HD, 16GB, 1TB SSD, NVIDIA GeForce RTX 2060 6GB, Windows 10 Pro, White",12.99999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook Pro 13 cu procesor Intel® Dual Core™ i5 2.30GHz, 13.3"", Ecran Retina, 8GB, 128GB SSD, Intel® Iris Plus Graphics 640, macOS Sierra, ROM KB, Silver",7.44464 Lei,,21 de review-uri,width: 94.2%,ultimul produs in stoc
"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i9 2.30 GHz, 16GB, 512GB SSD, Radeon Pro 560X W 4GB, macOS Mojave, INT KB, Space Grey",16.24350 Lei,"17.85000 Lei(-9%)
                ",1 review,width: 100%,în stoc
"Laptop Dell Inspiron 5370 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", Full HD, 4GB, 256GB SSD, AMD Radeon 530 2GB, Linux, Silver",3.49999 Lei,,3 review-uri,width: 86.6%,ultimul produs in stoc
"Laptop ASUS 15.6'' X509FA, FHD, Procesor Intel® Core™ i3-8145U (4M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, GMA UHD 620, Endless OS, Grey",2.01624 Lei,,0 review-uri,width: 0%,în stoc
"Laptop ultraportabil Lenovo IdeaPad S130-14IGM cu procesor Intel® Pentium® Silver N5000 pana la 2.70 GHz, 14"", 4GB, 64GB eMMC, Intel® UHD Graphics 605, Microsoft Windows 10 S, Mid Night Blue",1.38612 Lei,,4 review-uri,width: 60%,în stoc
"Laptop 2 in 1 ASUS ZenBook Flip UX561UD cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake, 15.6"", Full HD, Touch, 8GB, 512GB SSD, NVIDIA GeForce GTX 1050 2GB, Microsoft Windows 10, Smoky Grey",7.39999 Lei,,2 review-uri,width: 100%,ultimul produs in stoc
"Laptop Lenovo ThinkPad T490 cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, Whiskey Lake, 14"", Full HD, 8GB, 512GB SSD M.2, Intel® UHD Graphics 620, Windows 10 Pro, Black",6.59999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Dell Vostro 3580 cu procesor Intel Core i5-8265U pana la 3.9 GHz, 15.6"" Full HD, 8GB, 256Gb SSD M.2, AMD Radeon 520 2GB, Ubuntu, Black",2.79999 Lei,"3.09999 Lei(-9%)
                ",0 review-uri,width: 0%,în stoc
Laptop HP EliteBook 850 G3 Notebook cu procesor Intel® Core I7-6600U pana la 3.4 GHz,4.59899 Lei,"7.13881 Lei(-35%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Asus VivoBook 15 X512FJ-EJ324, Intel Core i5-8265U, 15.6inch, RAM 8GB, SSD 512GB, nVidia GeForce MX230 2GB, No OS, Peacock Blue",3.19099 Lei,,0 review-uri,width: 0%,livrare in 3 zile
"Laptop Lenovo Ideapad S145-15IWL cu procesor Intel® Celeron 4205U 1.80 GHz Whiskey Lake, 15.6"", Full HD, 4GB, 256GB SSD, Intel UHD Graphics 610, Free DOS, BlacK",1.29999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP ProBook 450 G6 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB + 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Silver",3.39999 Lei,"4.49999 Lei(-24%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Dell Latitude 5490 cu procesor Intel core i7-8650U pana la 4.20 Ghz, 14"", Full HD, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Ubuntu, Black",4.69999 Lei,"5.59999 Lei(-16%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo 17.3'' ThinkPad P71, FHD IPS, Core i7-7820HQ, 16GB DDR4, 512GB SSD, Quadro P3000M 6GB, FingerPrint, Win 10 Pro, Blck",20.18899 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming MSI GT75 Titan 8RF cu procesor Intel® Core™ i7-8850H pana la 4.30 GHz, Coffe Lake, 17.3"", Full HD, 120Hz, 16GB 1TB + 2x 256GB SSD, NVIDIA GeForce GTX 1070 8GB, Free DOS, Black",11.99999 Lei,"15.09999 Lei(-20%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ultraportabil Asus ZenBook UX334FL cu procesor Intel® Core™ i7-8565U pana la 4.6 GHz, 13.3"", Full HD, 16GB, 512GB SSD M.2, NVIDIA GeForce MX250 2GB, Windows 10, Royal Blue",6.03900 Lei,,0 review-uri,width: 0%,în stoc
"Laptop Toshiba Satellite Pro R50-E-107 cu procesor Intel® Core™ i3-7130U 2.70 GHz, Kaby Lake, 15.6"", 4GB, 500GB, Intel® HD Graphics 620, DVD-RW, Microsoft Windows 10 Pro, Black",3.34999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop LENOVO Thinkpad x240, Procesor Intel Core i5 1.90GHz - Turbo 2.90Ghz, 8GB DDR3, 240GB SSD, 12.5 inch",1.83500 Lei,"2.35263 Lei(-22%)
                ",0 review-uri,width: 0%,livrare in 3 zile
"Laptop ultraportabil Toshiba Tecra X40-E-173 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, 16GB, 512GB SSD, Microsoft Windows 10 Pro, Blue",7.99999 Lei,"8.29999 Lei(-30000 Lei)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming ASUS ROG GL703GE-GC007 cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 17.3"", Full HD, 8GB, 1TB + 128GB M.2 SSD, NVIDIA GeForce GTX 1050 Ti 4GB, Free DOS, Black",4.29999 Lei,"5.99999 Lei(-28%)
                ",6 review-uri,width: 90%,ultimul produs in stoc
"Ultrabook ASUS 13.3'' ZenBook 13 UX331FN, FHD, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB, 256GB SSD, GeForce MX150 2GB, Win 10 Home, Grey",3.99245 Lei,"4.75881 Lei(-16%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo Ideapad S145-15IWL cu procesor Intel® Core i7-8565U pana la 4.60 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Black",2.99999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Ultrabook Lenovo IdeaPad 330S-14IKB, Intel® Core™ i7-8550U, 6GB DDR4, SSD 512GB, Intel® UHD Graphics, Free DOS",2.99999 Lei,"3.79999 Lei(-21%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop 2 in 1 ASUS ZenBook Flip 14 UX461FA cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Slate Gray",3.79999 Lei,"4.89999 Lei(-22%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming Lenovo Legion Y530-15ICH cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 8GB, 256GB SSD, NVIDIA® GeForce GTX 1050Ti 4GB, Free DOS, Black",4.19999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming Dell Inspiron G3 3579 cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 8GB, 1TB HDD + 128GB SSD, NVIDIA® GeForce® GTX 1050 Ti 4GB, Linux, Black",4.39999 Lei,"4.79999 Lei(-8%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS ZenBook Pro 15 UX550GE cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 16GB, 512GB SSD, nVIDIA® GeForce® GTX 1050 Ti 4GB, Microsoft Windows 10 Pro, Blue",9.29999 Lei,,2 review-uri,width: 70%,ultimul produs in stoc
"Laptop HP 15-da0023nq, Intel® Celeron® N4000, 4GB DDR4, HDD 500GB, Intel® UHD Graphics, Free DOS",1.17999 Lei,"1.39999 Lei(-15%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ASUS S510UF-BQ091 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 1TB, NVIDIA GeForce MX130 2GB, Endless OS, Gold",2.99899 Lei,"3.69900 Lei(-18%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo V130-15IKB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, SSD 1TB, Intel® HD Graphics 620, Free DOS, Iron Grey",1.78500 Lei,"2.97500 Lei(-40%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.40 GHz, 8GB, 512GB SSD, Intel Iris Plus Graphics 655, macOS Mojave, RO KB, Silver",10.59999 Lei,"11.29999 Lei(-6%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i7 2.60 GHz, 16GB, 512GB SSD, Radeon Pro 560X W 4GB, macOS High Sierra, INT KB, Silver",16.33870 Lei,,4 review-uri,width: 95%,ultimul produs in stoc
"Laptop Gaming OMEN X 2S by HP 15-dg0000nq cu procesor Intel® Core™ i7 9750H pana la 4.50GHz, 15.6"", Full HD, 144Hz, IPS, Antiglare, 16GB, 2 x 256GB SSD M.2, NVIDIA Geforce RTX 2070 8GB GDDR6, Microsoft Windows 10, Black",13.49999 Lei,"14.99999 Lei(-10%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo B41-30 14'', HD, Procesor Intel® Celeron® Dual Core N3050 (2M Cache, up to 2.16 GHz), 2GB, 500GB , GMA HD, windows 10 home, Black",1.39900 Lei,"1.74999 Lei(-20%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop Asus X509FJ-EJ050, Intel® Core™ I7-8565U, 8GB DDR4, SSD 256GB, NVIDIA GeForce MX230 2GB, Free DOS",3.19999 Lei,"3.89999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming Asus TUF FX705GE-EW092, Intel® Core™ i7-8750H, 8GB DDR4, HDD 1TB Hybrid (FireCuda), nVIDIA GeForce GTX 1050Ti 4GB, Free DOS",4.49999 Lei,"5.79999 Lei(-22%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook Pro 13 cu procesor Intel® Dual Core™ i5 2.30GHz, 13.3"", Ecran Retina, 8GB, 256GB SSD, Intel® Iris Plus Graphics 640, macOS Sierra, INT KB, Space Grey",8.65130 Lei,,5 review-uri,width: 96%,ultimul produs in stoc
"Laptop ASUS X541NA-GO010 cu procesor Intel® Celeron® N3350 pana la 2.40 GHz, 15.6"", 4GB, 500GB, Intel® HD Graphics 500, Endless OS, White",1.29900 Lei,"1.49900 Lei(-13%)
                ",62 de review-uri,width: 71%,ultimul produs in stoc
"Laptop ASUS Gaming 15.6'' ROG Strix Hero III G531GV, FHD 144Hz, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, No OS, Black",7.39996 Lei,,0 review-uri,width: 0%,în stoc
